5321,5,3,2,1
3453,3,4,5,3
4130,4,1,3,0
4643,4,6,4,3
2233,2,2,3,3
5962,5,9,6,2
5780,5,7,8,0
2461,2,4,6,1
4331,4,3,3,1
3710,3,7,1,0
2172,2,1,7,2
2630,2,6,3,0
4380,4,3,8,0
5830,5,8,3,0
4293,4,2,9,3
4172,4,1,7,2
2640,2,6,4,0
2480,2,4,8,0
2440,2,4,4,0
5593,5,5,9,3
4772,4,7,7,2
4212,4,2,1,2
5991,5,9,9,1
5412,5,4,1,2
2822,2,8,2,2
2541,2,5,4,1
3252,3,2,5,2
4273,4,2,7,3
5101,5,1,0,1
3302,3,3,0,2
2441,2,4,4,1
5312,5,3,1,2
5370,5,3,7,0
3953,3,9,5,3
2290,2,2,9,0
4962,4,9,6,2
4822,4,8,2,2
2002,2,0,0,2
3741,3,7,4,1
2961,2,9,6,1
5100,5,1,0,0
4322,4,3,2,2
3913,3,9,1,3
5500,5,5,0,0
3543,3,5,4,3
2870,2,8,7,0
2452,2,4,5,2
3153,3,1,5,3
2062,2,0,6,2
4912,4,9,1,2
4743,4,7,4,3
4001,4,0,0,1
4362,4,3,6,2
5643,5,6,4,3
5133,5,1,3,3
4573,4,5,7,3
5752,5,7,5,2
3631,3,6,3,1
4023,4,0,2,3
3520,3,5,2,0
2430,2,4,3,0
3582,3,5,8,2
2661,2,6,6,1
5402,5,4,0,2
5421,5,4,2,1
2531,2,5,3,1
5850,5,8,5,0
5541,5,5,4,1
2022,2,0,2,2
5403,5,4,0,3
5301,5,3,0,1
4762,4,7,6,2
5300,5,3,0,0
2820,2,8,2,0
4241,4,2,4,1
2950,2,9,5,0
3381,3,3,8,1
5883,5,8,8,3
4841,4,8,4,1
5483,5,4,8,3
4041,4,0,4,1
3751,3,7,5,1
2911,2,9,1,1
2573,2,5,7,3
4751,4,7,5,1
5073,5,0,7,3
5713,5,7,1,3
3161,3,1,6,1
2413,2,4,1,3
3231,3,2,3,1
5662,5,6,6,2
3732,3,7,3,2
4153,4,1,5,3
5360,5,3,6,0
3863,3,8,6,3
4510,4,5,1,0
5081,5,0,8,1
5010,5,0,1,0
5182,5,1,8,2
2780,2,7,8,0
3003,3,0,0,3
2873,2,8,7,3
3303,3,3,0,3
4570,4,5,7,0
3553,3,5,5,3
5023,5,0,2,3
4851,4,8,5,1
3370,3,3,7,0
2332,2,3,3,2
4730,4,7,3,0
3723,3,7,2,3
3600,3,6,0,0
3772,3,7,7,2
2412,2,4,1,2
5543,5,5,4,3
5891,5,8,9,1
5821,5,8,2,1
3893,3,8,9,3
3053,3,0,5,3
4472,4,4,7,2
3592,3,5,9,2
4282,4,2,8,2
5563,5,5,6,3
3091,3,0,9,1
3821,3,8,2,1
3611,3,6,1,1
5401,5,4,0,1
2422,2,4,2,2
4993,4,9,9,3
4193,4,1,9,3
2241,2,2,4,1
4321,4,3,2,1
2291,2,2,9,1
3461,3,4,6,1
4443,4,4,4,3
2572,2,5,7,2
2140,2,1,4,0
2401,2,4,0,1
3781,3,7,8,1
5310,5,3,1,0
2162,2,1,6,2
2453,2,4,5,3
3423,3,4,2,3
3942,3,9,4,2
4083,4,0,8,3
3082,3,0,8,2
3621,3,6,2,1
5722,5,7,2,2
5612,5,6,1,2
5901,5,9,0,1
5641,5,6,4,1
4033,4,0,3,3
5981,5,9,8,1
3633,3,6,3,3
4550,4,5,5,0
4560,4,5,6,0
3700,3,7,0,0
3002,3,0,0,2
4431,4,4,3,1
4313,4,3,1,3
3351,3,3,5,1
2110,2,1,1,0
2271,2,2,7,1
5470,5,4,7,0
5640,5,6,4,0
5190,5,1,9,0
5700,5,7,0,0
5173,5,1,7,3
2471,2,4,7,1
3801,3,8,0,1
4891,4,8,9,1
2121,2,1,2,1
5602,5,6,0,2
3752,3,7,5,2
2083,2,0,8,3
2093,2,0,9,3
2411,2,4,1,1
3023,3,0,2,3
2871,2,8,7,1
2993,2,9,9,3
5353,5,3,5,3
3083,3,0,8,3
4903,4,9,0,3
2721,2,7,2,1
3330,3,3,3,0
5431,5,4,3,1
3223,3,2,2,3
5591,5,5,9,1
4982,4,9,8,2
2380,2,3,8,0
2881,2,8,8,1
2431,2,4,3,1
3232,3,2,3,2
4143,4,1,4,3
3220,3,2,2,0
4220,4,2,2,0
3873,3,8,7,3
2972,2,9,7,2
5450,5,4,5,0
4951,4,9,5,1
2650,2,6,5,0
4610,4,6,1,0
5022,5,0,2,2
2501,2,5,0,1
4222,4,2,2,2
2520,2,5,2,0
5892,5,8,9,2
2231,2,2,3,1
2973,2,9,7,3
4773,4,7,7,3
2392,2,3,9,2
2352,2,3,5,2
5852,5,8,5,2
4612,4,6,1,2
5363,5,3,6,3
3933,3,9,3,3
4621,4,6,2,1
4310,4,3,1,0
2141,2,1,4,1
3711,3,7,1,1
4541,4,5,4,1
3663,3,6,6,3
2470,2,4,7,0
2730,2,7,3,0
5330,5,3,3,0
4140,4,1,4,0
2931,2,9,3,1
2383,2,3,8,3
3440,3,4,4,0
2390,2,3,9,0
4142,4,1,4,2
4160,4,1,6,0
3513,3,5,1,3
3871,3,8,7,1
4582,4,5,8,2
2460,2,4,6,0
3900,3,9,0,0
2102,2,1,0,2
4613,4,6,1,3
3072,3,0,7,2
2343,2,3,4,3
4622,4,6,2,2
2951,2,9,5,1
4233,4,2,3,3
5802,5,8,0,2
2600,2,6,0,0
2542,2,5,4,2
4553,4,5,5,3
2533,2,5,3,3
5413,5,4,1,3
2310,2,3,1,0
4210,4,2,1,0
3341,3,3,4,1
3591,3,5,9,1
4372,4,3,7,2
2803,2,8,0,3
2701,2,7,0,1
4760,4,7,6,0
4170,4,1,7,0
3541,3,5,4,1
2081,2,0,8,1
4181,4,1,8,1
5140,5,1,4,0
5392,5,3,9,2
3343,3,3,4,3
5373,5,3,7,3
4511,4,5,1,1
2211,2,2,1,1
5812,5,8,1,2
5791,5,7,9,1
3892,3,8,9,2
2023,2,0,2,3
4531,4,5,3,1
5031,5,0,3,1
3542,3,5,4,2
5961,5,9,6,1
3992,3,9,9,2
5872,5,8,7,2
2530,2,5,3,0
4753,4,7,5,3
5723,5,7,2,3
2030,2,0,3,0
2733,2,7,3,3
3780,3,7,8,0
3293,3,2,9,3
3573,3,5,7,3
3203,3,2,0,3
4921,4,9,2,1
4393,4,3,9,3
3971,3,9,7,1
5792,5,7,9,2
5271,5,2,7,1
5672,5,6,7,2
5280,5,2,8,0
3492,3,4,9,2
4991,4,9,9,1
5520,5,5,2,0
5092,5,0,9,2
3383,3,3,8,3
2410,2,4,1,0
5513,5,5,1,3
4022,4,0,2,2
4262,4,2,6,2
2052,2,0,5,2
3222,3,2,2,2
3872,3,8,7,2
4721,4,7,2,1
3052,3,0,5,2
3150,3,1,5,0
2423,2,4,2,3
2313,2,3,1,3
3681,3,6,8,1
2800,2,8,0,0
3683,3,6,8,3
2811,2,8,1,1
3432,3,4,3,2
5123,5,1,2,3
2003,2,0,0,3
3540,3,5,4,0
3670,3,6,7,0
3410,3,4,1,0
4271,4,2,7,1
2901,2,9,0,1
4312,4,3,1,2
4820,4,8,2,0
2750,2,7,5,0
4960,4,9,6,0
2711,2,7,1,1
2983,2,9,8,3
3080,3,0,8,0
3622,3,6,2,2
4000,4,0,0,0
3493,3,4,9,3
2240,2,2,4,0
3551,3,5,5,1
5732,5,7,3,2
2853,2,8,5,3
4043,4,0,4,3
4830,4,8,3,0
4513,4,5,1,3
2462,2,4,6,2
2350,2,3,5,0
3270,3,2,7,0
5241,5,2,4,1
3251,3,2,5,1
2843,2,8,4,3
5601,5,6,0,1
4630,4,6,3,0
4403,4,4,0,3
2863,2,8,6,3
3450,3,4,5,0
5342,5,3,4,2
4371,4,3,7,1
4963,4,9,6,3
5681,5,6,8,1
3442,3,4,4,2
4971,4,9,7,1
2761,2,7,6,1
5201,5,2,0,1
5492,5,4,9,2
4741,4,7,4,1
5003,5,0,0,3
5611,5,6,1,1
2611,2,6,1,1
3961,3,9,6,1
4583,4,5,8,3
4391,4,3,9,1
3402,3,4,0,2
5970,5,9,7,0
5730,5,7,3,0
2223,2,2,2,3
2510,2,5,1,0
5772,5,7,7,2
4623,4,6,2,3
4673,4,6,7,3
4462,4,4,6,2
5801,5,8,0,1
5820,5,8,2,0
3240,3,2,4,0
5671,5,6,7,1
4263,4,2,6,3
4580,4,5,8,0
4952,4,9,5,2
5472,5,4,7,2
3361,3,3,6,1
2363,2,3,6,3
2872,2,8,7,2
2943,2,9,4,3
2942,2,9,4,2
4062,4,0,6,2
5762,5,7,6,2
5180,5,1,8,0
3673,3,6,7,3
3321,3,3,2,1
2702,2,7,0,2
4870,4,8,7,0
5871,5,8,7,1
3763,3,7,6,3
4923,4,9,2,3
5933,5,9,3,3
4893,4,8,9,3
4360,4,3,6,0
4013,4,0,1,3
3921,3,9,2,1
4471,4,4,7,1
2582,2,5,8,2
3850,3,8,5,0
5262,5,2,6,2
5221,5,2,2,1
2673,2,6,7,3
5621,5,6,2,1
4042,4,0,4,2
3272,3,2,7,2
3233,3,2,3,3
2922,2,9,2,2
5923,5,9,2,3
4731,4,7,3,1
5610,5,6,1,0
5742,5,7,4,2
2562,2,5,6,2
4103,4,1,0,3
4961,4,9,6,1
2832,2,8,3,2
4892,4,8,9,2
5213,5,2,1,3
5331,5,3,3,1
5110,5,1,1,0
5351,5,3,5,1
4581,4,5,8,1
4992,4,9,9,2
2500,2,5,0,0
4782,4,7,8,2
5990,5,9,9,0
4633,4,6,3,3
4492,4,4,9,2
2703,2,7,0,3
3572,3,5,7,2
3141,3,1,4,1
3443,3,4,4,3
4413,4,4,1,3
5162,5,1,6,2
3742,3,7,4,2
2953,2,9,5,3
4973,4,9,7,3
3970,3,9,7,0
5551,5,5,5,1
4700,4,7,0,0
2033,2,0,3,3
4651,4,6,5,1
3191,3,1,9,1
5822,5,8,2,2
3412,3,4,1,2
3471,3,4,7,1
5913,5,9,1,3
3782,3,7,8,2
4242,4,2,4,2
5661,5,6,6,1
5540,5,5,4,0
2990,2,9,9,0
5572,5,5,7,2
4800,4,8,0,0
2903,2,9,0,3
2243,2,2,4,3
3853,3,8,5,3
2643,2,6,4,3
3123,3,1,2,3
2403,2,4,0,3
2001,2,0,0,1
5263,5,2,6,3
2361,2,3,6,1
5740,5,7,4,0
3692,3,6,9,2
4860,4,8,6,0
4071,4,0,7,1
5963,5,9,6,3
2503,2,5,0,3
3532,3,5,3,2
2442,2,4,4,2
3420,3,4,2,0
5332,5,3,3,2
2331,2,3,3,1
4020,4,0,2,0
4542,4,5,4,2
3382,3,3,8,2
4342,4,3,4,2
3770,3,7,7,0
2793,2,7,9,3
5193,5,1,9,3
5670,5,6,7,0
4493,4,4,9,3
2130,2,1,3,0
5230,5,2,3,0
2971,2,9,7,1
4093,4,0,9,3
4792,4,7,9,2
2320,2,3,2,0
2593,2,5,9,3
3030,3,0,3,0
3753,3,7,5,3
4591,4,5,9,1
2492,2,4,9,2
3301,3,3,0,1
5851,5,8,5,1
3890,3,8,9,0
5063,5,0,6,3
2122,2,1,2,2
5992,5,9,9,2
2463,2,4,6,3
4593,4,5,9,3
4251,4,2,5,1
4702,4,7,0,2
4481,4,4,8,1
2580,2,5,8,0
2862,2,8,6,2
5691,5,6,9,1
3761,3,7,6,1
5630,5,6,3,0
3011,3,0,1,1
2222,2,2,2,2
4883,4,8,8,3
3862,3,8,6,2
3632,3,6,3,2
2371,2,3,7,1
4452,4,4,5,2
5870,5,8,7,0
4410,4,4,1,0
4432,4,4,3,2
5782,5,7,8,2
5600,5,6,0,0
5831,5,8,3,1
5112,5,1,1,2
3910,3,9,1,0
4422,4,4,2,2
4100,4,1,0,0
3501,3,5,0,1
2860,2,8,6,0
2571,2,5,7,1
2861,2,8,6,1
3882,3,8,8,2
4323,4,3,2,3
3613,3,6,1,3
4642,4,6,4,2
4682,4,6,8,2
2813,2,8,1,3
4411,4,4,1,1
3310,3,3,1,0
4661,4,6,6,1
4770,4,7,7,0
3360,3,3,6,0
4850,4,8,5,0
5833,5,8,3,3
5192,5,1,9,2
2493,2,4,9,3
4990,4,9,9,0
4163,4,1,6,3
5131,5,1,3,1
5622,5,6,2,2
4030,4,0,3,0
5171,5,1,7,1
4180,4,1,8,0
3830,3,8,3,0
5420,5,4,2,0
3291,3,2,9,1
4811,4,8,1,1
4243,4,2,4,3
3601,3,6,0,1
3290,3,2,9,0
5931,5,9,3,1
2421,2,4,2,1
3972,3,9,7,2
3312,3,3,1,2
3662,3,6,6,2
2060,2,0,6,0
2373,2,3,7,3
2213,2,2,1,3
2810,2,8,1,0
4660,4,6,6,0
3020,3,0,2,0
2351,2,3,5,1
5580,5,5,8,0
5582,5,5,8,2
4150,4,1,5,0
5941,5,9,4,1
3802,3,8,0,2
3242,3,2,4,2
5660,5,6,6,0
3462,3,4,6,2
5390,5,3,9,0
5111,5,1,1,1
2242,2,2,4,2
3041,3,0,4,1
4821,4,8,2,1
5430,5,4,3,0
5711,5,7,1,1
2353,2,3,5,3
2330,2,3,3,0
5790,5,7,9,0
3861,3,8,6,1
3880,3,8,8,0
5521,5,5,2,1
5793,5,7,9,3
5810,5,8,1,0
2000,2,0,0,0
5030,5,0,3,0
3643,3,6,4,3
4053,4,0,5,3
3140,3,1,4,0
4231,4,2,3,1
3172,3,1,7,2
4120,4,1,2,0
4902,4,9,0,2
3511,3,5,1,1
5231,5,2,3,1
3281,3,2,8,1
4303,4,3,0,3
4832,4,8,3,2
3171,3,1,7,1
5590,5,5,9,0
5692,5,6,9,2
5920,5,9,2,0
5013,5,0,1,3
5811,5,8,1,1
3300,3,3,0,0
5211,5,2,1,1
2852,2,8,5,2
3990,3,9,9,0
2220,2,2,2,0
3773,3,7,7,3
4123,4,1,2,3
2490,2,4,9,0
4292,4,2,9,2
3950,3,9,5,0
2073,2,0,7,3
3641,3,6,4,1
5721,5,7,2,1
2823,2,8,2,3
4091,4,0,9,1
4763,4,7,6,3
2553,2,5,5,3
4523,4,5,2,3
3820,3,8,2,0
2253,2,2,5,3
2672,2,6,7,2
4051,4,0,5,1
2851,2,8,5,1
3602,3,6,0,2
4793,4,7,9,3
2420,2,4,2,0
2170,2,1,7,0
3580,3,5,8,0
4983,4,9,8,3
5082,5,0,8,2
2210,2,2,1,0
4183,4,1,8,3
2302,2,3,0,2
3073,3,0,7,3
4073,4,0,7,3
2783,2,7,8,3
4520,4,5,2,0
2521,2,5,2,1
5040,5,0,4,0
4701,4,7,0,1
3363,3,3,6,3
5512,5,5,1,2
3750,3,7,5,0
2511,2,5,1,1
3671,3,6,7,1
2552,2,5,5,2
2683,2,6,8,3
3483,3,4,8,3
2960,2,9,6,0
5491,5,4,9,1
4970,4,9,7,0
2272,2,2,7,2
5313,5,3,1,3
3132,3,1,3,2
2752,2,7,5,2
3930,3,9,3,0
5682,5,6,8,2
5701,5,7,0,1
5770,5,7,7,0
4232,4,2,3,2
3133,3,1,3,3
5410,5,4,1,0
2830,2,8,3,0
5451,5,4,5,1
5350,5,3,5,0
2791,2,7,9,1
2212,2,2,1,2
3822,3,8,2,2
5393,5,3,9,3
3561,3,5,6,1
3433,3,4,3,3
4801,4,8,0,1
5020,5,0,2,0
2043,2,0,4,3
3170,3,1,7,0
3441,3,4,4,1
2451,2,4,5,1
4320,4,3,2,0
3682,3,6,8,2
2543,2,5,4,3
2932,2,9,3,2
5391,5,3,9,1
2893,2,8,9,3
4090,4,0,9,0
3121,3,1,2,1
2633,2,6,3,3
4061,4,0,6,1
2691,2,6,9,1
5352,5,3,5,2
4031,4,0,3,1
3481,3,4,8,1
5703,5,7,0,3
2150,2,1,5,0
3000,3,0,0,0
5120,5,1,2,0
3283,3,2,8,3
3033,3,0,3,3
5050,5,0,5,0
3962,3,9,6,2
2891,2,8,9,1
5570,5,5,7,0
3472,3,4,7,2
4260,4,2,6,0
5603,5,6,0,3
4330,4,3,3,0
2690,2,6,9,0
2072,2,0,7,2
5212,5,2,1,2
5680,5,6,8,0
4690,4,6,9,0
3311,3,3,1,1
3173,3,1,7,3
2123,2,1,2,3
2221,2,2,2,1
5971,5,9,7,1
2563,2,5,6,3
5581,5,5,8,1
3051,3,0,5,1
4572,4,5,7,2
2040,2,0,4,0
3610,3,6,1,0
3902,3,9,0,2
2143,2,1,4,3
2933,2,9,3,3
2732,2,7,3,2
2762,2,7,6,2
2080,2,0,8,0
3562,3,5,6,2
3111,3,1,1,1
4191,4,1,9,1
3521,3,5,2,1
2831,2,8,3,1
2751,2,7,5,1
5423,5,4,2,3
4010,4,0,1,0
3612,3,6,1,2
3500,3,5,0,0
4781,4,7,8,1
4280,4,2,8,0
2203,2,2,0,3
2370,2,3,7,0
4141,4,1,4,1
2642,2,6,4,2
2842,2,8,4,2
5143,5,1,4,3
5060,5,0,6,0
5072,5,0,7,2
2962,2,9,6,2
5781,5,7,8,1
2592,2,5,9,2
5152,5,1,5,2
4301,4,3,0,1
5921,5,9,2,1
3791,3,7,9,1
2981,2,9,8,1
5292,5,2,9,2
5542,5,5,4,2
4311,4,3,1,1
3411,3,4,1,1
4423,4,4,2,3
3193,3,1,9,3
4060,4,0,6,0
4540,4,5,4,0
3981,3,9,8,1
3691,3,6,9,1
5441,5,4,4,1
2743,2,7,4,3
5380,5,3,8,0
3620,3,6,2,0
4421,4,4,2,1
2623,2,6,2,3
5223,5,2,2,3
2400,2,4,0,0
4433,4,4,3,3
2930,2,9,3,0
4802,4,8,0,2
4932,4,9,3,2
4600,4,6,0,0
2880,2,8,8,0
5382,5,3,8,2
5493,5,4,9,3
4491,4,4,9,1
3653,3,6,5,3
4080,4,0,8,0
2273,2,2,7,3
5032,5,0,3,2
5362,5,3,6,2
3143,3,1,4,3
4290,4,2,9,0
3603,3,6,0,3
3811,3,8,1,1
4081,4,0,8,1
2941,2,9,4,1
5863,5,8,6,3
4712,4,7,1,2
5071,5,0,7,1
3271,3,2,7,1
4373,4,3,7,3
4662,4,6,6,2
4173,4,1,7,3
5900,5,9,0,0
4482,4,4,8,2
4102,4,1,0,2
3523,3,5,2,3
5932,5,9,3,2
4790,4,7,9,0
5502,5,5,0,2
2061,2,0,6,1
4211,4,2,1,1
2171,2,1,7,1
3731,3,7,3,1
2801,2,8,0,1
3241,3,2,4,1
4950,4,9,5,0
4161,4,1,6,1
5623,5,6,2,3
5951,5,9,5,1
2940,2,9,4,0
4693,4,6,9,3
4190,4,1,9,0
2980,2,9,8,0
4922,4,9,2,2
3901,3,9,0,1
2283,2,2,8,3
4230,4,2,3,0
4132,4,1,3,2
4930,4,9,3,0
5163,5,1,6,3
2261,2,2,6,1
4522,4,5,2,2
5091,5,0,9,1
5043,5,0,4,3
2100,2,1,0,0
2293,2,2,9,3
5823,5,8,2,3
5953,5,9,5,3
3973,3,9,7,3
3640,3,6,4,0
2281,2,2,8,1
3991,3,9,9,1
5773,5,7,7,3
5853,5,8,5,3
5571,5,5,7,1
2013,2,0,1,3
2270,2,2,7,0
3263,3,2,6,3
3031,3,0,3,1
5270,5,2,7,0
2192,2,1,9,2
4552,4,5,5,2
3911,3,9,1,1
2232,2,2,3,2
2103,2,1,0,3
2173,2,1,7,3
2532,2,5,3,2
3810,3,8,1,0
5693,5,6,9,3
4002,4,0,0,2
4082,4,0,8,2
2641,2,6,4,1
2131,2,1,3,1
2551,2,5,5,1
2252,2,2,5,2
5252,5,2,5,2
4152,4,1,5,2
2263,2,2,6,3
5573,5,5,7,3
4213,4,2,1,3
5633,5,6,3,3
5642,5,6,4,2
2153,2,1,5,3
4862,4,8,6,2
3730,3,7,3,0
3842,3,8,4,2
5862,5,8,6,2
3790,3,7,9,0
4823,4,8,2,3
2670,2,6,7,0
5000,5,0,0,0
5033,5,0,3,3
5210,5,2,1,0
2160,2,1,6,0
4332,4,3,3,2
5930,5,9,3,0
2802,2,8,0,2
4291,4,2,9,1
5522,5,5,2,2
2632,2,6,3,2
2923,2,9,2,3
4631,4,6,3,1
4500,4,5,0,0
5041,5,0,4,1
2992,2,9,9,2
4070,4,0,7,0
5471,5,4,7,1
5690,5,6,9,0
4063,4,0,6,3
4072,4,0,7,2
5161,5,1,6,1
2773,2,7,7,3
5763,5,7,6,3
2311,2,3,1,1
5361,5,3,6,1
2381,2,3,8,1
5673,5,6,7,3
5281,5,2,8,1
3951,3,9,5,1
3322,3,3,2,2
5260,5,2,6,0
3590,3,5,9,0
3983,3,9,8,3
3101,3,1,0,1
3320,3,3,2,0
2513,2,5,1,3
4980,4,9,8,0
3840,3,8,4,0
2692,2,6,9,2
5832,5,8,3,2
5912,5,9,1,2
5121,5,1,2,1
2612,2,6,1,2
3473,3,4,7,3
2010,2,0,1,0
4440,4,4,4,0
4812,4,8,1,2
4101,4,1,0,1
3013,3,0,1,3
5881,5,8,8,1
5400,5,4,0,0
4641,4,6,4,1
5532,5,5,3,2
3043,3,0,4,3
3032,3,0,3,2
5011,5,0,1,1
2202,2,2,0,2
2183,2,1,8,3
3583,3,5,8,3
2610,2,6,1,0
4111,4,1,1,1
4720,4,7,2,0
5233,5,2,3,3
3262,3,2,6,2
2680,2,6,8,0
3331,3,3,3,1
5882,5,8,8,2
5293,5,2,9,3
3061,3,0,6,1
5002,5,0,0,2
3642,3,6,4,2
3103,3,1,0,3
4021,4,0,2,1
4871,4,8,7,1
3413,3,4,1,3
5842,5,8,4,2
2921,2,9,2,1
2833,2,8,3,3
5511,5,5,1,1
5620,5,6,2,0
3090,3,0,9,0
3192,3,1,9,2
5460,5,4,6,0
4650,4,6,5,0
4723,4,7,2,3
4733,4,7,3,3
4602,4,6,0,2
3922,3,9,2,2
2963,2,9,6,3
2053,2,0,5,3
5303,5,3,0,3
3060,3,0,6,0
3180,3,1,8,0
4710,4,7,1,0
5272,5,2,7,2
2321,2,3,2,1
2631,2,6,3,1
4652,4,6,5,2
4783,4,7,8,3
3010,3,0,1,0
3183,3,1,8,3
4853,4,8,5,3
3672,3,6,7,2
5170,5,1,7,0
3713,3,7,1,3
3881,3,8,8,1
2071,2,0,7,1
2251,2,2,5,1
4390,4,3,9,0
4663,4,6,6,3
2191,2,1,9,1
4880,4,8,8,0
5261,5,2,6,1
5480,5,4,8,0
3931,3,9,3,1
4112,4,1,1,2
2443,2,4,4,3
2581,2,5,8,1
2020,2,0,2,0
3722,3,7,2,2
2432,2,4,3,2
4003,4,0,0,3
3480,3,4,8,0
