70833,2021-fa,ACE,310,Natural Resource Economics
20702,2021-fa,ACE,341,Issues in Agribus Mkts & Mgmt
90604,2021-fa,ACE,341,Issues in Cons Econ & Finance
49249,2021-fa,ACE,341,Contemp Issue Comm Fin Plng
67641,2021-fa,ACE,341,Issues in AgAccy and FinAg
31356,2021-fa,ACE,345,Finan Decision Indiv Sm Bus
77914,2021-fa,ACE,346,Tax Policy and Finan Planning
52008,2021-fa,ACE,398,Risk Mngmt in Personal Fin Pla
97794,2021-fa,ACE,406,Environmental Law
28106,2021-fa,ACE,411,Environment and Development
28534,2021-fa,ACE,427,Commodity Price Analysis
40032,2021-fa,ACE,428,Commodity Futures and Options
96566,2021-fa,ACE,435,Global Agribusiness Management
75756,2021-fa,ACE,444,Finan Serv & Invest Plan
46181,2021-fa,ACE,445,Int Personal Fin & Estate Plan
67796,2021-fa,ACE,455,Intl Trade in Food and Agr
63656,2021-fa,ACE,474,Econ of Consumption
45838,2021-fa,ACE,476,Behavioral Economics
94386,2021-fa,ACES,101,Contemporary Issues in ACES
87090,2021-fa,ACES,179,History of Ag in IL Since 1860
84892,2021-fa,ADV,150,Introduction to Advertising
31649,2021-fa,ADV,270,Principles of Sales
27765,2021-fa,ADV,281,Advertising Research Methods
29634,2021-fa,ADV,283,Advertising and Brand Strategy
25251,2021-fa,ADV,284,Consumer Insight
29100,2021-fa,ADV,290,Becoming an Influencer
62328,2021-fa,ADV,290,Sports Public Relations
47694,2021-fa,ADV,305,Digital ADV Content
78319,2021-fa,ADV,310,Intro to Public Relations
20650,2021-fa,ADV,311,Classic Campaigns
17914,2021-fa,ADV,320,Sales Management
52727,2021-fa,ADV,370,Sales and the Consumer
20354,2021-fa,ADV,390,Content Creation
75651,2021-fa,ADV,393,Advertising and Society
52094,2021-fa,ADV,409,Media Entrepreneurship
95141,2021-fa,ADV,460,Innovation in Advertising
20749,2021-fa,ADV,483,Audience Analysis
74050,2021-fa,ADV,498,The Sandage Project
80651,2021-fa,AE,100,Intro to Aerospace Engineering
50711,2021-fa,AE,140,CAD
52812,2021-fa,AE,199,"Design, Build, Fly"
34044,2021-fa,AE,199,Introduction to Rocketry
54616,2021-fa,AE,202,Aerospace Flight Mechanics
49475,2021-fa,AE,311,Incompressible Flow
47050,2021-fa,AE,321,Mechs of Aerospace Structures
12242,2021-fa,AE,323,Applied Aerospace Structures
79790,2021-fa,AE,352,Aerospace Dynamical Systems
27147,2021-fa,AE,353,Aerospace Control Systems
66946,2021-fa,AE,402,Orbital Mechanics
26315,2021-fa,AE,416,Applied Aerodynamics
18786,2021-fa,AE,433,Aerospace Propulsion
19021,2021-fa,AE,442,Aerospace Systems Design I
57246,2021-fa,AE,460,Aerodynamics & Propulsion Lab
90154,2021-fa,AE,483,Autonomous Systems Lab
15550,2021-fa,AE,498,Applied CFD
26376,2021-fa,AE,498,Hypersonic AeroThermodynamics
64734,2021-fa,AE,598,Planetary Entry
91530,2021-fa,AFRO,100,Intro to African American St
52402,2021-fa,AFRO,101,"Black America, 1619-Present"
85385,2021-fa,AFRO,132,African American Music
31518,2021-fa,AFRO,226,Black Women Contemp US Society
52245,2021-fa,AFRO,243,Pan Africanism
69558,2021-fa,AFRO,383,Hist of Blk Women's Activism
88519,2021-fa,AFRO,411,African American Psychology
60810,2021-fa,AGCM,220,Communicating Agriculture
50789,2021-fa,AHS,125,James Scholars Seminar
17168,2021-fa,AHS,199,Undergraduate Open Seminar
78455,2021-fa,AHS,494,Disability & Assistive Technol
75204,2021-fa,AIS,101,Intro to Amer Indian Studies
77502,2021-fa,AIS,265,Intro to American Indian Lit
19844,2021-fa,ALEC,110,Intro to ALEC
24480,2021-fa,ALEC,451,Professional Dev in ALEC
37463,2021-fa,ANSC,100,Intro to Animal Sciences
92222,2021-fa,ANSC,103,Working With Farm Animals
23694,2021-fa,ANSC,110,Life With Animals and Biotech
71400,2021-fa,ANSC,205,World Animal Resources
13795,2021-fa,ANSC,206,Horse Management
14448,2021-fa,ANSC,207,Science of Pets and Their Care
95849,2021-fa,ANSC,210,Grilling and BBQ Science
90943,2021-fa,ANSC,221,"Cells, Metabolism and Genetics"
79639,2021-fa,ANSC,222,Anatomy and Physiology
95990,2021-fa,ANSC,250,Companion Animals in Society
26498,2021-fa,ANSC,251,Epidemics & Infectious Disease
65670,2021-fa,ANSC,255,Animal Ethics
67942,2021-fa,ANSC,256,Horse's Role in Human History
56133,2021-fa,ANSC,298,Undergraduate Seminar
33416,2021-fa,ANSC,305,Human Animal Interactions
45375,2021-fa,ANSC,307,Companion Animal Management
59942,2021-fa,ANSC,309,Meat Production and Marketing
39285,2021-fa,ANSC,350,Cellular Metabolism in Animals
49001,2021-fa,ANSC,398,CC Humane Society Internship
35997,2021-fa,ANSC,401,Beef Production
88450,2021-fa,ANSC,422,Companion Animal Nutrition
65140,2021-fa,ANSC,424,Pet Food & Feed Manufacturing
19797,2021-fa,ANSC,431,Advanced Reproductive Biology
91022,2021-fa,ANSC,445,Statistical Methods
43631,2021-fa,ANSC,452,Animal Growth and Development
41330,2021-fa,ANSC,498,Integrating Animal Sciences
48533,2021-fa,ANTH,101,Introduction to Anthropology
65393,2021-fa,ANTH,102,Human Origins and Culture
51282,2021-fa,ANTH,103,Anthro in a Changing World
68584,2021-fa,ANTH,105,World Archaeology
18649,2021-fa,ANTH,106,Hist Arch Americas
21913,2021-fa,ANTH,143,Biology of Human Behavior
63619,2021-fa,ANTH,160,Race & Contemporary Issues
48382,2021-fa,ANTH,180,The Archaeology of Death
51330,2021-fa,ANTH,220,Introduction to Archaeology
30153,2021-fa,ANTH,241,Human Biological Variation
12555,2021-fa,ANTH,246,Forensic Science
33111,2021-fa,ANTH,262,Women's Lives
85035,2021-fa,ANTH,278,Climate Change & Civilization
77857,2021-fa,ANTH,347,Human Osteology
75479,2021-fa,ANTH,407,Evolutionary Immunology
58725,2021-fa,ANTH,498,Senior Capstone Seminar
17532,2021-fa,ARAB,150,Lang&Culture of Arab World
94851,2021-fa,ARCH,171,Concepts & Theories Arch Dsgn
63543,2021-fa,ARCH,210,Intro Hist of World Arch
89896,2021-fa,ARCH,231,Anatomy of Buildings
50425,2021-fa,ARCH,273,Strategies of Arch Design
89446,2021-fa,ARCH,321,"Environ, Arch & Global Health"
92438,2021-fa,ARCH,412,Medieval Architecture
77677,2021-fa,ARCH,417,Modern & Contemp Architecture
66189,2021-fa,ARCH,433,Des of Steel and Reinf Conc I
37344,2021-fa,ARCH,434,Environ Control Systems I
15678,2021-fa,ARCH,536,Plng & Design of Struct Sys
39649,2021-fa,ARCH,577,Theories of Architecture
17696,2021-fa,ARTD,251,Graphic Design Toolbox
63050,2021-fa,ARTD,270,Design Methods
72587,2021-fa,ARTD,328,Human-Centered Product Design
70253,2021-fa,ARTD,426,Product Innovation
13770,2021-fa,ARTD,451,EDGE
75546,2021-fa,ARTF,101,Contemporary Issues in Art
27608,2021-fa,ARTH,241,"Modern Art, 1880-1940"
46128,2021-fa,ARTH,250,American Art
45824,2021-fa,ARTH,260,Graffiti and Murals
32844,2021-fa,ARTJ,209,Chado (The Way of Tea)
17834,2021-fa,ARTJ,299,Seminar in Japanese Aesthetics
61585,2021-fa,ARTJ,301,Manga: Art of Image and Word
63548,2021-fa,ARTS,220,Introduction to Fashion
79891,2021-fa,ASRM,101,Intro to Actuarial Science
48544,2021-fa,ASRM,210,Theory of Interest
16411,2021-fa,ASRM,406,Lin Algebra & Financial Apps
80702,2021-fa,ASRM,410,Investments and Fin Markets
46028,2021-fa,ASRM,461,Loss Models
29831,2021-fa,ASRM,469,Casualty Actuarial Mathematics
95952,2021-fa,ASRM,471,Life Contingencies I
64377,2021-fa,ASTR,100,Introduction to Astronomy
80611,2021-fa,ASTR,121,Solar System and Worlds Beyond
81758,2021-fa,ASTR,122,Stars and Galaxies
35640,2021-fa,ASTR,150,Killer Skies: Astro-Disasters
71399,2021-fa,ASTR,210,Introduction to Astrophysics
63784,2021-fa,ASTR,350,"Big Bang,Black Holes,Universe"
52018,2021-fa,ASTR,404,Stellar Astrophysics
28027,2021-fa,ASTR,406,Galaxies and the Universe
47239,2021-fa,ATMS,100,Introduction to Meteorology
29763,2021-fa,ATMS,120,Severe and Hazardous Weather
46085,2021-fa,ATMS,140,Climate and Global Change
32315,2021-fa,ATMS,305,Computing and Data Analysis
97414,2021-fa,BADM,210,Business Analytics I
72620,2021-fa,BADM,211,Business Analytics II
79871,2021-fa,BADM,261,Technology & Mgmt Seminar
96389,2021-fa,BADM,275,Operations Management
61397,2021-fa,BADM,300,The Legal Environment of Bus
94559,2021-fa,BADM,310,Mgmt and Organizational Beh
24886,2021-fa,BADM,313,Strategic Human Res Management
71344,2021-fa,BADM,314,Leading Negotiations
99024,2021-fa,BADM,320,Principles of Marketing
26701,2021-fa,BADM,321,Principles of Retailing
25893,2021-fa,BADM,322,Marketing Research
68522,2021-fa,BADM,323,Marketing Communications
39396,2021-fa,BADM,324,Purchasing and Supply Mgmnt
72366,2021-fa,BADM,325,Consumer Behavior
41060,2021-fa,BADM,326,Pricing Strategy
39040,2021-fa,BADM,329,New Product Development
12289,2021-fa,BADM,335,Supply Chain Management Basics
72850,2021-fa,BADM,336,Modeling the Supply Chain
34621,2021-fa,BADM,340,Ethical Dilemmas of Business
95820,2021-fa,BADM,350,IT for Networked Organizations
22059,2021-fa,BADM,351,Social Media Strategy
65709,2021-fa,BADM,352,Database Design and Management
12031,2021-fa,BADM,353,Info Sys Analysis and Design
48123,2021-fa,BADM,356,Data Science and Analytics
84049,2021-fa,BADM,365,New Product Marketing
55542,2021-fa,BADM,367,Mgmt of Innov and Technology
77622,2021-fa,BADM,374,Management Decision Models
38579,2021-fa,BADM,375,Operations Strategy
23494,2021-fa,BADM,378,Logistics Management
77269,2021-fa,BADM,380,International Business
64759,2021-fa,BADM,381,Multinational Management
32718,2021-fa,BADM,446,Entrep: New Venture Creation
16927,2021-fa,BADM,449,Business Policy and Strategy
11913,2021-fa,BADM,453,Business Intelligence
88495,2021-fa,BADM,458,IT Governance
51004,2021-fa,BADM,460,Business Process Modeling
76088,2021-fa,BADM,502,Communicating with Data
54882,2021-fa,BADM,508,Leadership and Teams
40732,2021-fa,BADM,509,Managing Organizations
63359,2021-fa,BADM,513,Communication Strategy in Bus
94326,2021-fa,BADM,514,Managing Innovation
36752,2021-fa,BADM,520,Marketing Management
97870,2021-fa,BADM,540,Frontiers in Technology
86204,2021-fa,BADM,550,Business Practicum
95510,2021-fa,BADM,554,Enterprise Database Management
26543,2021-fa,BADM,566,Supply Chain Management
80971,2021-fa,BADM,567,Process Management
31983,2021-fa,BADM,572,Stat for Mgt Decision Making
55431,2021-fa,BADM,590,Negotiations
57505,2021-fa,BCOG,100,Intro to Brain & Cognitive Sci
98408,2021-fa,BCS,115,South Slavic Cultures
31198,2021-fa,BDI,513,Data Storytelling
15710,2021-fa,BIOC,460,Biochemistry Senior Seminar
55399,2021-fa,BIOE,120,Introduction to Bioengineering
41027,2021-fa,BIOE,201,Conservation Principles Bioeng
56936,2021-fa,BIOE,202,Cell & Tissue Engineering Lab
40207,2021-fa,BIOE,206,Cellular Bioengineering
59276,2021-fa,BIOE,302,Modeling Human Physiology
89801,2021-fa,BIOE,414,Biomedical Instrumentation
21907,2021-fa,BIOE,415,Biomedical Instrumentation Lab
13921,2021-fa,BIOE,435,Senior Design I
14758,2021-fa,BIOE,436,Senior Design II
75984,2021-fa,BIOE,476,Tissue Engineering
77968,2021-fa,BIOE,498,Surgical Technologies
94401,2021-fa,BIOE,502,Bioengineering Professionalism
39822,2021-fa,BIOE,504,Analytical Methods in Bioeng
33772,2021-fa,BIOE,505,Computational Bioengineering
38160,2021-fa,BIOP,401,Introduction to Biophysics
15654,2021-fa,BTW,250,Principles Bus Comm
83080,2021-fa,BUS,101,Prof Responsibility & Business
55456,2021-fa,BUS,199,Coaching for Success
81236,2021-fa,BUS,201,Business Dynamics
34543,2021-fa,BUS,301,Business in Action
54559,2021-fa,CEE,190,Project-Based Intro to CEE
79078,2021-fa,CEE,201,Systems Engrg & Economics
38693,2021-fa,CEE,202,Engineering Risk & Uncertainty
99703,2021-fa,CEE,300,Behavior of Materials
68984,2021-fa,CEE,310,Transportation Engineering
58589,2021-fa,CEE,320,Construction Engineering
54304,2021-fa,CEE,330,Environmental Engineering
32941,2021-fa,CEE,340,Energy and Global Environment
81558,2021-fa,CEE,350,Water Resources Engineering
66504,2021-fa,CEE,360,Structural Engineering
96148,2021-fa,CEE,380,Geotechnical Engineering
93144,2021-fa,CEE,401,Concrete Materials
86244,2021-fa,CEE,406,Pavement Design I
59058,2021-fa,CEE,412,High-Speed Rail Engineering
31142,2021-fa,CEE,421,Construction Planning
32686,2021-fa,CEE,422,Construction Cost Analysis
66547,2021-fa,CEE,434,Environmental Systems I
23866,2021-fa,CEE,437,Water Quality Engineering
82073,2021-fa,CEE,442,"Env Eng Principles, Physical"
66333,2021-fa,CEE,460,Steel Structures I
58792,2021-fa,CEE,463,Reinforced Concrete II
60073,2021-fa,CEE,470,Structural Analysis
47126,2021-fa,CEE,471,Structural Mechanics
62650,2021-fa,CEE,472,Structural Dynamics I
57909,2021-fa,CEE,491,Decision and Risk Analysis
31015,2021-fa,CEE,493,Sustainable Design Eng Tech
71921,2021-fa,CEE,498,Constr Equipment and Methods
17907,2021-fa,CEE,498,Data Science for CEE
35713,2021-fa,CEE,498,Theory & Creation of Structure
49373,2021-fa,CEE,508,Pavement Evaluation and Rehab
94037,2021-fa,CEE,525,Construction Case Studies
12487,2021-fa,CEE,590,Geotechnical Field Measurement
71685,2021-fa,CHBE,101,Hidden World of Engineering
84830,2021-fa,CHBE,221,Principles of CHE
30052,2021-fa,CHBE,321,Thermodynamics
99787,2021-fa,CHBE,421,Momentum and Heat Transfer
56251,2021-fa,CHBE,422,Mass Transfer Operations
44227,2021-fa,CHBE,424,Chemical Reaction Engineering
75065,2021-fa,CHBE,430,Unit Operations Laboratory
37631,2021-fa,CHBE,431,Process Design
46570,2021-fa,CHBE,440,Process Control and Dynamics
54221,2021-fa,CHBE,478,Bioenergy Technology
34734,2021-fa,CHBE,494,Comp Methods in Chemical Engr
32171,2021-fa,CHBE,494,Statistics in Chemical Engrg
14806,2021-fa,CHBE,494,Assembly of Functional Materia
46438,2021-fa,CHBE,521,Applied Mathematics in CHBE
29804,2021-fa,CHBE,525,Stat Thermo Chem Eng
64297,2021-fa,CHBE,551,Chemical Kinetics & Catalysis
68918,2021-fa,CHEM,101,Introductory Chemistry
85132,2021-fa,CHEM,102,General Chemistry I
53140,2021-fa,CHEM,103,General Chemistry Lab I
48542,2021-fa,CHEM,104,General Chemistry II
65934,2021-fa,CHEM,105,General Chemistry Lab II
87339,2021-fa,CHEM,202,Accelerated Chemistry I
89255,2021-fa,CHEM,203,Accelerated Chemistry Lab I
14484,2021-fa,CHEM,222,Quantitative Analysis Lecture
57737,2021-fa,CHEM,223,Quantitative Analysis Lab
15536,2021-fa,CHEM,232,Elementary Organic Chemistry I
76347,2021-fa,CHEM,233,Elementary Organic Chem Lab I
40661,2021-fa,CHEM,236,Fundamental Organic Chem I
39345,2021-fa,CHEM,237,Structure and Synthesis
92794,2021-fa,CHEM,312,Inorganic Chemistry
70826,2021-fa,CHEM,315,Instrumental Chem Systems Lab
30970,2021-fa,CHEM,332,Elementary Organic Chem II
79692,2021-fa,CHEM,420,Instrumental Characterization
50437,2021-fa,CHEM,440,Physical Chemistry Principles
74343,2021-fa,CHEM,442,Physical Chemistry I
53574,2021-fa,CHEM,512,Advanced Inorganic Chemistry
24908,2021-fa,CHEM,532,Physical Organic Chemistry
18198,2021-fa,CHEM,534,Advanced Organic Synthesis
63329,2021-fa,CHEM,570,Concepts in Chemical Biology
72313,2021-fa,CHEM,584,Introduction to Materials Chem
34104,2021-fa,CHIN,440,Fourth-Year Chinese I
86873,2021-fa,CHLH,100,Contemporary Health
41018,2021-fa,CHLH,101,Introduction to Public Health
60605,2021-fa,CHLH,125,Orientation KIN & Comm Health
57649,2021-fa,CHLH,200,Mental Health
73478,2021-fa,CHLH,201,Public Health Research Methods
21984,2021-fa,CHLH,206,Human Sexuality
47855,2021-fa,CHLH,210,Community Health Organizations
57952,2021-fa,CHLH,243,Drug Use and Abuse
28909,2021-fa,CHLH,244,Health Statistics
39170,2021-fa,CHLH,250,Health Care Systems
98361,2021-fa,CHLH,260,Introduction to Medical Ethics
72746,2021-fa,CHLH,274,Introduction to Epidemiology
48093,2021-fa,CHLH,304,Foundations of Health Behavior
83418,2021-fa,CHLH,380,Orientation to Internship
42718,2021-fa,CHLH,404,Gerontology
30868,2021-fa,CHLH,410,Public Health Practice
12646,2021-fa,CHLH,415,International Health
65503,2021-fa,CHLH,421,Health Data Analysis
41729,2021-fa,CHLH,455,Health Services Financing
40538,2021-fa,CHLH,456,Organization of Health Care
76031,2021-fa,CHLH,457,Health Planning
70663,2021-fa,CHLH,458,Health Administration
92805,2021-fa,CHLH,494,Counseling Techniques
70143,2021-fa,CHLH,540,Health Behavior: Theory
91213,2021-fa,CHLH,572,Principles of Epidemiology
95629,2021-fa,CHLH,594,Health Economics
98878,2021-fa,CHP,199,Honors Uncommon Reads
11517,2021-fa,CI,210,Intro to Digital Learning Env
50814,2021-fa,CI,402,Tchg Diverse Middle Grade Stu
78157,2021-fa,CI,403,Tchg Diverse High School Stu
49801,2021-fa,CI,405,Intro Tchg Elem Age Children
35723,2021-fa,CI,406,Thry Prac in Elem Schl Tch I
99771,2021-fa,CI,410,"Middle Schl Inst, Phil, & Str"
39062,2021-fa,CI,415,"Lang Varieties,Cult,& Learning"
46259,2021-fa,CI,422,"Families, Communities, Schools"
71333,2021-fa,CI,430,Teaching Children Mathematics
30492,2021-fa,CI,433,Found of Bilingual Educ
66745,2021-fa,CI,435,Tech Applications for Teachers
76171,2021-fa,CI,446,Culture in the Classroom
25210,2021-fa,CI,450,Tchg Elem Science I
60512,2021-fa,CI,465,Lang Literacy in EC Educ I
54226,2021-fa,CI,467,Princ Tchg Lit to Child Youth
83602,2021-fa,CI,476,Teach Elem & Mid Lang Arts
25791,2021-fa,CI,480,Intro to CS for CS Teachers
12649,2021-fa,CI,501,Curr Dev for the 21st Century
88677,2021-fa,CI,507,Linguistics for Classrm Teach
60163,2021-fa,CLCV,100,Vocab Building-GRK & LAT Roots
58865,2021-fa,CLCV,102,Medical Terms-GRK & LAT Roots
47660,2021-fa,CLCV,114,Introduction to Greek Culture
53451,2021-fa,CLCV,115,Mythology of Greece and Rome
68921,2021-fa,CLCV,120,Storytelling & Transformation
75854,2021-fa,CLCV,133,Archaeology of Israel
69399,2021-fa,CLCV,160,Ancient Greek & Roman Religion
62612,2021-fa,CLCV,220,Nightmares of Nero
20805,2021-fa,CLCV,224,Amer Race&Ethnicity ClasicTrad
34600,2021-fa,CLCV,231,Development of Ancient Cities
52470,2021-fa,CMN,102,Introduction to Communication
17971,2021-fa,CMN,210,Public Comm in Everyday Life
13510,2021-fa,CMN,212,Intro to Organizational Comm
52640,2021-fa,CMN,213,Small Group Communication
32387,2021-fa,CMN,214,Org Comm & Diversity
88613,2021-fa,CMN,220,Communicating Public Policy
62906,2021-fa,CMN,230,Intro to Interpersonal Comm
42988,2021-fa,CMN,231,Communication and Conflict
28228,2021-fa,CMN,232,Intro to Intercultural Comm
42929,2021-fa,CMN,250,Social Movement Communication
36944,2021-fa,CMN,260,Intro to Health Communication
92422,2021-fa,CMN,277,Intro to Mediated Comm
77791,2021-fa,CMN,280,Comm Technology & Society
43148,2021-fa,CMN,321,Strategies of Persuasion
62058,2021-fa,CMN,336,Family Communication
52257,2021-fa,CMN,340,Visual Politics
22371,2021-fa,CMN,361,Storytelling as Oral Comm
52078,2021-fa,CMN,368,Sexual Communication
51632,2021-fa,CMN,396,Digital Humanitarians
51318,2021-fa,CMN,396,Communication & Public Opinion
74095,2021-fa,CMN,396,Race & Digital Studies
69632,2021-fa,CMN,396,Applied Org Comm
43290,2021-fa,CMN,396,Social Media & Politics
55889,2021-fa,CMN,396,Risk Communication
54252,2021-fa,CMN,396,Photography & Public Life
80052,2021-fa,CMN,410,Workplace Comm Technology
91857,2021-fa,CMN,413,Adv Small Group Communication
53208,2021-fa,CMN,421,Persuasion Theory & Research
15736,2021-fa,CMN,432,Gender Communication
87782,2021-fa,CMN,462,Interpersonal Health Comm
54626,2021-fa,CMN,465,Social Marketing
49520,2021-fa,CPSC,102,Foundational Skills in CropSci
35433,2021-fa,CPSC,112,Introduction to Crop Sciences
25284,2021-fa,CPSC,131,Agriculture in Mythology
94839,2021-fa,CPSC,270,Applied Entomology
33230,2021-fa,CPSC,414,Forage Crops & Pasture Ecology
63758,2021-fa,CPSC,440,Applied Statistical Methods I
24442,2021-fa,CPSC,480,Cannabis Classification & Mgmt
47463,2021-fa,CPSC,498,Crop Sci Professional Develpmt
77557,2021-fa,CPSC,541,Regression Analysis
66680,2021-fa,CS,100,Freshman Orientation
80473,2021-fa,CS,101,Intro Computing: Engrg & Sci
67478,2021-fa,CS,105,Intro Computing: Non-Tech
15688,2021-fa,CS,124,Intro to Computer Science I
10258,2021-fa,CS,128,Intro to Computer Science II
98328,2021-fa,CS,173,Discrete Structures
40653,2021-fa,CS,196,CS 124 Freshman Honors
38441,2021-fa,CS,199,CA Training
47666,2021-fa,CS,210,Ethical & Professional Issues
51602,2021-fa,CS,225,Data Structures
96831,2021-fa,CS,233,Computer Architecture
54414,2021-fa,CS,240,Intro to Computer Systems
98734,2021-fa,CS,241,System Programming
73938,2021-fa,CS,242,Programming Studio
65705,2021-fa,CS,357,Numerical Methods I
62646,2021-fa,CS,361,Prob & Stat for Computer Sci
81970,2021-fa,CS,374,Intro to Algs & Models of Comp
32933,2021-fa,CS,410,Text Information Systems
35108,2021-fa,CS,411,Database Systems
97771,2021-fa,CS,412,Introduction to Data Mining
79096,2021-fa,CS,418,Interactive Computer Graphics
26549,2021-fa,CS,421,Progrmg Languages & Compilers
31784,2021-fa,CS,424,Real-Time Systems
17677,2021-fa,CS,425,Distributed Systems
72078,2021-fa,CS,427,Software Engineering I
92011,2021-fa,CS,433,Computer System Organization
84677,2021-fa,CS,435,Cloud Networking
33656,2021-fa,CS,437,Topics in Internet of Things
62656,2021-fa,CS,438,Communication Networks
27220,2021-fa,CS,440,Artificial Intelligence
40710,2021-fa,CS,441,Applied Machine Learning
93070,2021-fa,CS,445,Computational Photography
34380,2021-fa,CS,446,Machine Learning
44659,2021-fa,CS,447,Natural Language Processing
33065,2021-fa,CS,450,Numerical Analysis
94496,2021-fa,CS,461,Computer Security I
27135,2021-fa,CS,463,Computer Security II
71963,2021-fa,CS,465,User Interface Design
35392,2021-fa,CS,466,Introduction to Bioinformatics
54175,2021-fa,CS,473,Algorithms
39986,2021-fa,CS,477,Formal Software Devel Methods
17950,2021-fa,CS,498,AI Applications in Education
92248,2021-fa,CS,498,Mobile Robotics for CS
41657,2021-fa,CS,498,Game Development
75892,2021-fa,CS,498,Law &Policy Issues in CS
27674,2021-fa,CS,498,The Art of Web Programming
93243,2021-fa,CS,511,Advanced Data Management
60667,2021-fa,CS,519,Scientific Visualization
65377,2021-fa,CS,527,Topics in Software Engineering
32170,2021-fa,CS,540,Deep Learning Theory
93401,2021-fa,CS,542,Stat Reinforcement Learning
41756,2021-fa,CS,545,Machine Learning for Signals
19917,2021-fa,CS,546,Adv Topics in NLP
47635,2021-fa,CS,554,Parallel Numerical Algorithms
72251,2021-fa,CS,562,"Adv Topics in Sec, Priv and ML"
51967,2021-fa,CS,563,Advanced Computer Security
81504,2021-fa,CS,567,Social Spaces
58718,2021-fa,CS,579,Computational Complexity
13977,2021-fa,CS,583,Approximation Algorithms
54369,2021-fa,CS,598,Foundations of Data Curation
74054,2021-fa,CS,598,Transfer Learning
14292,2021-fa,CS,598,Practical Statistical Learning
10079,2021-fa,CW,100,Intro to Creative Writing
50090,2021-fa,CWL,114,Global Consciousness and Lit
67315,2021-fa,CWL,189,Lit of the Islamic World
25743,2021-fa,CWL,211,The Arab-Israeli Conflict
24527,2021-fa,CWL,241,Early Masterpieces West Cultur
62843,2021-fa,CWL,320,Responses to the Holocaust
63269,2021-fa,DANC,100,Intro to Contemporary Dance
47747,2021-fa,DANC,101,Modern Dance I
41418,2021-fa,DANC,105,Jazz Dance I
55960,2021-fa,DANC,107,Ballet I
65041,2021-fa,DANC,200,Explore Music through Dance
31552,2021-fa,DANC,209,Lyric Theatre Dance
55133,2021-fa,DTX,455,Design for Social Impact
51926,2021-fa,EALC,230,Pop Cultures Contemp East Asia
78308,2021-fa,EALC,250,Intro to Japanese Culture
10759,2021-fa,EALC,275,Masterpieces of East Asian Lit
